Symbol,Company Name,Sector,Exchange,Volume of listed
TayNinh,CTCP Đo đạc Địa chính Tây Ninh,,OTC,0
TBN,CTCP Thoát nước và Xử lý Nước thải Bắc Ninh,Dịch vụ tiện ích,OTC,4417592
TC6,CTCP Than Cọc Sáu - Vinacomin,Năng lượng,Khác,32496105
TCAM,Công ty TNHH Quản lý Quỹ Thành Công,,Khác,0
TCBS,CTCP Chứng khoán Kỹ thương,,Khác,30000000
TCS,CTCP Than Cao Sơn - Vinacomin,Năng lượng,Khác,26846773
TCVN,Công ty TNHH Tư vấn Đầu tư Chứng khoán TC Capital Việt Nam,,Khác,0
TDA,CTCP Đầu tư Xây lắp và Vật liệu Xây dựng Đông Anh,Nguyên vật liệu,OTC,2950000
TDAuditing,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán Thanh Đức,,Khác,0
TDCorp,CTCP Phát triển Kỹ thuật Xây dựng,,OTC,2500000
TDI,CTCP Tập đoàn TDI,Tư liệu sản xuất,OTC,3000000
TDLA,CTCP Bê tông Ly tâm Thủ Đức - Long An,,OTC,0
TDN,CTCP Than Đèo Nai - Vinacomin,Năng lượng,Khác,29439097
TEC,CTCP TRAENCO,Dịch vụ tiêu dùng,OTC,1660340
TechcomCapital,CTCP Quản lý Quỹ Kỹ Thương,,Khác,0
TechGen,CTCP Kỹ thuật Công nghệ Sài Gòn,,OTC,0
Tecserco,CTCP Kỹ Thuật Thương mại Dịch vụ Cảng Sài Gòn,,OTC,1998000
TediSouth,CTCP Tư vấn Thiết kế Giao thông Vận tải Phía Nam,,OTC,0
TEKCAST,CTCP Công nghệ và Truyền hình,,OTC,0
TelecomCambodia,Công ty Viễn thông Campuchia,,Campuchia,0
THA,CTCP Tập đoàn Trường Hải,Tư liệu sản xuất,OTC,250000000
ThachBan,CTCP Thạch Bàn,,OTC,0
ThaiHoaCapNuoc,Công ty TNHH MTV Cấp nước Thái Hòa,,Khác,0
ThangLong,Công ty TNHH Kiểm toán và Định giá Thăng Long - T.D.K,,Khác,0
ThangLong9,CTCP Xây dựng Số 9 Thăng Long,,OTC,0
ThangLongAudit,Công ty TNHH Kiểm toán Thăng Long,,Khác,0
ThangLongGTC,CTCP Thăng Long GTC,,OTC,0
ThangLongTSC,CTCP Cơ giới và Xây dựng Thăng Long,,OTC,0
ThanhBinh,CTCP Thanh Bình,,OTC,0
ThanhCong,CTCP Thành Công,,OTC,0
ThanhHoaAudit,Công ty TNHH Kiểm toán Thanh Hoá,,Khác,0
ThanhHoaPort,CTCP Cảng Thanh Hóa,,OTC,0
ThanhLe,CTCP Bao Bì Thanh Lễ,,OTC,0
ThanhMinhNhat,Công ty TNHH Dịch vụ Kiểm toán Thanh Minh Nhật,,Khác,0
ThanhNienMedia,CTCP Tập đoàn Truyền thông Thanh niên,,OTC,0
ThanhThanhCong,CTCP Thành Thành Công,,OTC,0
ThanVinacomin,Tập Đoàn Công Nghiệp Than - Khoáng Sản Việt Nam,,Khác,0
ThaoNguyenXanh,Công ty TNHH Kiểm toán Thảo Nguyên Xanh,,Khác,0
ThepDinhVu,CTCP Thép Đình Vũ,,OTC,0
ThepNinhBinh,CTCP Bê tông - Thép Ninh Bình,,OTC,0
ThepSongHong,CTCP Thép Sông Hồng,,OTC,0
ThepTanThuan,CTCP Thép Tân Thuận,,OTC,0
ThepVanLoi,CTCP Thép Vạn Lợi,,OTC,0
ThethaoHanoi,Công ty TNHH Nhà nước MTV Đầu tư - Phát triển Thể thao Hà Nội,,OTC,0
THI,CTCP Thiết bị Điện,Tư liệu sản xuất,OTC,48800000
ThienHoa,CTCP Đầu tư Tài chính Thiên Hóa,,OTC,20000000
ThienHuong,CTCP Thực phẩm Thiên Hương,,OTC,0
ThienKim,CTCP Thương mại Dịch vụ Du lịch Thiên Kim,,OTC,0
ThienVietAudit,Công ty TNHH Kiểm toán và Tư vấn Thiên Việt,,Khác,0
ThietBiThuyLoi,CTCP Thiết bị Thủy Lợi,,OTC,2017060
Thikeco,CTCP Tư vấn Đầu tư Phát triển và Xây dựng Thikeco,,OTC,0
ThinhLiet,CTCP Đầu tư và Bê tông Thịnh Liệt,,OTC,0
THMilk,CTCP Chuỗi Thực phẩm TH,,OTC,0
ThongTinEIS,CTCP Công nghệ Thông tin EIS,,OTC,0
THR,CTCP Đường sắt Thuận Hải,Vận tải,OTC,1688860
ThuanAn,CTCP Thương mại Tổng hợp Thuận An,,OTC,0
ThuDo,Công ty TNHH Kiểm toán Tư vấn Thủ Đô,,Khác,0
ThuThiemDIC,CTCP Đầu tư Phát triển Thủ Thiêm,,OTC,0
ThuychungAudit,Công ty TNHH Kiểm toán Thuỷ Chung,,Khác,0
ThuyLoiDienBien,Công ty TNHH Xây dựng Và Dịch vụ Thủy lợi Tỉnh Điện Biên,,Khác,0
ThuySanKienGiang,CTCP Khai thác Thủy sản Kiên Giang,,OTC,0
THV,CTCP Tập đoàn Thái Hòa Việt Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,0
TIC,CTCP Đầu tư Điện Tây Nguyên,Dịch vụ tiện ích,Khác,24656988
Tico,CTCP TICO,,OTC,0
TIIDC,Công ty TNHH MTV Đầu tư Phát triển Hạ tầng Thanh Hóa,,Khác,0
TIKI,Công ty TNHH TI KI,,Khác,0
TinHieu,CTCP Viễn Thông - Tín Hiệu Đường sắt,,OTC,0
TinHoang,CTCP khoáng Sản Tín Hoằng,,OTC,11016286
TinNghiaBank,Ngân hàng TMCP Việt Nam Tín Nghĩa,,Khác,458800000
TinNghiaPetro,CTCP Xăng dầu Tín Nghĩa,,OTC,21343760
Titco,CTCP Sản xuất và Thương mại Hàng Xuất khẩu Tân Bình,,OTC,1245150
TKR,CTCP Cao su Tân Biên - Kampongthom,,OTC,0
TKSC,CTCP Chứng khoán Tonkin,,OTC,15000000
TKTAudit,Công ty TNHH Kiểm toán và Tư vấn TKT,,Khác,0
TLC,CTCP Viễn thông Thăng Long,Dịch vụ viễn thông,OTC,0
TLCF,CTCP Quản lý Quỹ FIDES (VIỆT NAM),,OTC,0
TLG6,CTCP Xây dựng số 6 Thăng Long,,OTC,0
TLMECO,CTCP Cơ khí 4 và Xây dựng Thăng Long,,OTC,2057921
TMD,CTCP Thương mại và Đại lý Dầu Tỉnh Bà Rịa - Vũng Tàu,,OTC,4513859
TMDTKH,CTCP Thương mại và Đầu tư Khánh Hòa,,Khác,0
TMMNThanhHoa,CTCP Thương mại Miền Núi Thanh Hóa,,OTC,0
TMPhuongDong,CTCP Sản xuất và Thương mại Phương Đông,,OTC,0
TMQN,CTCP Thương mại Quảng Ninh,,OTC,0
TMXDDongDuong,CTCP Thương mại và Xây dựng Đông Dương,,Khác,0
TND,CTCP Than Tây Nam Đá mài - Vinacomin,Năng lượng,Khác,16000000
TNY,CTCP Đầu tư Xây dựng Thanh Niên,Tư liệu sản xuất,OTC,3000000
ToanCau,CTCP Bảo hiểm Toàn cầu,,OTC,0
ToanThinhPhat,CTCP Đầu tư - Kiến trúc - Xây dựng Toàn Thịnh Phát,,OTC,30000000
Todimax,CTCP Điện máy Thành phố Hồ Chí Minh,,OTC,0
TourismHCM,CTCP Du lịch Việt Nam Thành phố Hồ Chí Minh,,OTC,0
TPF,Công Ty TNHH Quản Lý Quỹ Mirae Asset (Việt Nam),,OTC,0
TraBac,CTCP Trà Bắc,,OTC,3284988
TRACIMEXCO,CTCP Xuất nhập khẩu và Hợp tác Đầu tư GTVT,,OTC,0
Tracomeco,CTCP Cơ khí - Xây dựng Giao thông,,OTC,0
TRANCINWA,Công ty TNHH MTV Vận tải và Xếp dỡ Đường thủy Nội địa,,Khác,0
TrangAn,CTCP Tràng An,,OTC,0
TranPhu,CTCP Cơ điện Trần Phú,,OTC,0
TRI,CTCP Nước giải khát Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",OTC,27548360
TRICO,CTCP Đầu tư Thương mại và Xây dựng Giao thông I,,OTC,8000000
TrieuAn,CTCP Bệnh viện Đa khoa tư nhân Triều An,,OTC,49000000
TriThucDoanhNghiep,CTCP Tri thức Doanh nghiệp Quốc tế,,OTC,0
TriThucViet,Công ty TNHH Tri Thức Việt,,Khác,0
TriTue,Công ty Hợp danh Kiểm toán Trí tuệ,,Khác,0
TrungNguyenInvest,CTCP Đầu tư Trung Nguyên,,OTC,0
TrungTinDuc,Công ty TNHH Tư vấn - Kiểm toán Trung Tín Đức,,Khác,0
TruongSon,CTCP Trường Sơn Hà Nội,,OTC,0
TruongSonJSC,CTCP Trường Sơn,,OTC,3500000
TruongThanhAudit,Công ty TNHH Kiểm toán Trường Thành,,Khác,0
TruongThinhICC,Công ty TNHH MTV Đầu tư Xây dựng Trường Thịnh,,Khác,0
TS5,CTCP Trường Sơn 145,Tư liệu sản xuất,OTC,314122
TSM,CTCP Xi măng Tiên Sơn Hà Tây,Nguyên vật liệu,OTC,2936140
TSS,CTCP Chứng khoán Trường Sơn,,OTC,4100000
TTCExpress,CTCP Chuyển phát nhanh Tín Thành,,OTC,0
TTJ,CTCP Thủy Tạ,"Thực phẩm, đồ uống và thuốc lá",OTC,3000000
TTR,CTCP Du lịch Thương mại và Đầu Tư,"Thực phẩm, đồ uống và thuốc lá",OTC,1993393
TTV,CTCP Thông tin Tín hiệu Đường sắt Vinh,Vận tải,OTC,1313800
TuvanAPEC,Công ty TNHH Kiểm toán và Tư vấn APEC,,Khác,0
TuyPhuoc,CTCP Xây lắp Điện Tuy Phước,,OTC,0
TVAC,Công ty TNHH Kiểm toán và Tư vấn Tín Việt,,Khác,0
TVAM,CTCP Quản lý Quỹ Thiên Việt,,OTC,12500000
TVFC,Công ty Tài chính TNHH MTV Cộng Đồng,,OTC,0
TVI,CTCP Đầu tư Truyền hình,,OTC,0
TVMC,CTCP Quản lý Quỹ đầu tư Thành Việt,,OTC,0
TVP,CTCP Dược phẩm TV.Pharm,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,29493529
TVSI,CTCP Chứng khoán Tân Việt,,OTC,500000000
TVU,CTCP Công trình Đô thị Trà Vinh,Dịch vụ tiện ích,OTC,1750000
TVW,CTCP Cấp thoát nước Trà Vinh,Dịch vụ tiện ích,OTC,14597860
UAMC,CTCP Cơ khí Ôtô Uông Bí,,OTC,0
UHY,Công ty TNHH Dịch vụ Kiểm toán và Tư vấn UHY,,Khác,0
UIAudit,Công ty TNHH Kiểm toán U&I,,Khác,0
UICVN,Công ty Bảo hiểm Liên Hiệp,,Khác,0
UniCap,CTCP Quản lý Quỹ Hợp Lực,,OTC,0
Unicons,Công ty TNHH Đầu tư Xây dựng Unicons,,Khác,0
UnimexHanoi,Công ty TNHH MTV Xuất nhập khẩu và Đầu tư Hà Nội,,Khác,0
UNISTARS,Công ty TNHH Kiểm toán Quốc tế UNISTARS,,Khác,0
UOBAM,CTCP Quản lý Quỹ UOB Asset Management (Việt Nam),,OTC,0
UOBBank,Ngân hàng TNHH MTV United Overseas Bank (Việt Nam),,Khác,0
Upexim,CTCP Sản xuất - Xuất nhập khẩu Lâm sản và Hàng tiểu thủ Công nghiệp,,OTC,4000000
USCInterco,CTCP Tư vấn Đầu tư Quốc tế và Dịch vụ Thương mại USC,,Khác,0
UXC,CTCP Chế biến Thủy sản Út Xi,,OTC,19500000
V45,CTCP Đầu Tư và Xây dựng Số 45,,OTC,7970000
VAAC,Công ty TNHH Kiểm toán và Kế toán Việt Nam,,Khác,0
VAC,Công ty TNHH Kiểm toán Vũng Tàu,,Khác,0
VACA,Công ty TNHH Tư vấn Kiểm toán Vạn An,,Khác,0
VACO,Công ty TNHH Kiểm toán VACO,,Khác,0
VACPA,Công ty TNHH Kiểm toán và Kế toán Độc lập Việt Nam,,Khác,0
VAE,Công ty TNHH Kiểm toán và Định giá VN,,Khác,0
Vafaco,CTCP Vật phẩm Văn hóa Sài Gòn,,Khác,0
VanDiem,CTCP Thực phẩm Vạn Điểm,,OTC,0
VangAgribank,CTCP Vàng bạc đá quý ASEAN,,OTC,0
VangBacNJC,CTCP Thương mại Vàng bạc Đá quý Phương Nam - NJC,,OTC,0
VanPhucGia,CTCP Đầu tư Vạn Phúc Gia,,OTC,5000000
VanTaiThuy3,CTCP Vận tải Thủy Số 3,,OTC,1900000
VanTuong,Công ty TNHH MTV Đầu tư Xây dựng Vạn Tường,,Khác,0
VASC,CTCP Giáo dục Quốc tế Việt Úc,,OTC,8200000
VASS,CTCP Bảo hiểm Viễn Đông,,OTC,0
VAT,CTCP Viễn thông Vạn Xuân,Dịch vụ chuyên biệt và thương mại,OTC,4612953
Vatuco378,CTCP Vatuco.378,,Khác,0
VBI,Công ty TNHH MTV Bảo hiểm Ngân hàng TMCP Công thương Việt Nam,,Khác,0
VBSP,Ngân hàng Chính sách xã hội Việt Nam,,Khác,0
VCAMBF,Quỹ đầu tư Cân bằng Bản Việt,,OTC,5431408
VCBF,Công ty TNHH Quản Lý Quỹ Đầu Tư Chứng Khoán Vietcombank (VCBF),,Khác,0
VCBS,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,,Khác,70000000
VCFC,Công ty Tài chính TNHH MTV Lotte Việt Nam,,OTC,60000000
VCH,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Vinaconex,Tư liệu sản xuất,OTC,0
VCHF,Quỹ Thành viên Y tế Bản Việt,,Khác,0
VCN,CTCP Đầu tư VCN,,OTC,6000000
VCPA,Công ty TNHH Kiểm toán Việt Tin,,Khác,0
VCTN,CTCP Tập đoàn Vật liệu Chịu Lửa Thái Nguyên,,OTC,0
VCV,CTCP Vận tải Vinaconex,Vận tải,OTC,11007183
VDAC,Công ty TNHH Kiểm toán Tư vấn Rồng Việt,,Khác,0
VDAHauGiang,CTCP Thương mại - Dịch vụ VDA Hậu Giang,,Khác,0
VDBank,Ngân hàng Phát triển Việt Nam,,Khác,0
VDG,CTCP Vạn Đạt Group,,OTC,0
VDM,Viện Dệt May,Dịch vụ chuyên biệt và thương mại,OTC,5000000
VDSE,CTCP Chứng khoán Viễn Đông,,OTC,0
VECVN,Tổng công ty Đầu tư phát triển đường cao tốc Việt Nam (VEC),,OTC,0
VEE,CTCP Thiết bị Điện Cẩm Phả,Tư liệu sản xuất,OTC,10185820
Vegetexco,"Tổng Công ty Rau Quả, Nông Sản - CTCP",,OTC,0
Vegetigi,CTCP Rau quả Tiền Giang,,OTC,0
Vemedim,CTCP Sản xuất Kinh doanh Vật tư và Thuốc Thú y,,OTC,0
VEOF,Quỹ đầu tư Cổ phiếu Hưng Thịnh Vinacapital,,OTC,0
VF2,Quỹ đầu tư Tăng trưởng Việt Nam,,Khác,0
VFAAudit,Công ty TNHH Kiểm toán VFA,,Khác,0
VFMK,CTCP Quản lý quỹ đầu tư Việt Nam (VFM),,Khác,0
VFMVF1,Quỹ Đầu tư Chứng khoán Năng động DC,Dịch vụ tài chính,OTC,100000000
VFMVF4,Quỹ Đầu tư Doanh nghiệp Hàng đầu DC,Dịch vụ tài chính,OTC,80646000
VFMVFA,Quỹ đầu tư Năng Động Việt Nam,Dịch vụ tài chính,OTC,24043760
VHI,CTCP Kinh doanh và Đầu tư Việt Hà,Phân phối và bán lẻ hàng lâu bền,OTC,76900000
VIA,CTCP Vian,"Thực phẩm, đồ uống và thuốc lá",OTC,1200000
VIAAudit,Công ty TNHH Kiểm toán Quốc gia VIA,,Khác,0
Viapco,CTCP Pin Ắc quy Vĩnh Phú,,OTC,0
VIAVietNam,Công ty Liên doanh Bảo hiểm Quốc tế Việt Nam,,Khác,0
Vibex,CTCP Bê tông Xây dựng Hà Nội,,OTC,0
Vicopharm,CTCP Dược Vacopharm,,OTC,2740000
VICOSA,CTCP Đại lý Hàng hải - Vinacomin,,OTC,0
VIDBank,Ngân hàng TNHH MTV Public Việt Nam,,Khác,0
VIDOCO,CTCP Thiết kế Xây lắp Viễn Đông,,OTC,4000000
VienthongBacLieu,CTCP Đầu tư - Xây lắp Viễn thông Bạc Liêu,,OTC,0
VienthongBacMT,CTCP Phát triển Viễn thông Bắc Miền Trung,,OTC,0
VienthongCT,CTCP Đầu tư Xây dựng Viễn thông Cần Thơ,,OTC,0
VienthongDaLat,CTCP Dịch vụ Thương mại và Xây lắp Viễn thông Đà Lạt,,OTC,0
VienThongDongDo,CTCP Viễn thông Đông Đô,,OTC,0
VienThongDongThap,CTCP Đầu tư Xây dựng Viễn thông Đồng Tháp,,OTC,0
VietAnh,Công ty TNHH Kiểm toán Việt Anh,,Khác,0
VietAuditors,Công ty TNHH Kiểm toán và Đầu tư Tài chính Nam Việt,,Khác,0
VietBac,CTCP Bất động sản Việt Bắc,,OTC,0
Vietbook,Công ty TNHH MTV Sách và Thương mại Hà Nội,,Khác,0
VietCapital,CTCP Quản lý Quỹ Đầu tư Chứng khoán Bản Việt,,OTC,0
VietCeramics,CTCP Quốc tế Gốm sứ Việt,,OTC,0
VIETCPA,Công ty TNHH Kiểm toán Việt,,Khác,0
VietDucAudit,Công ty TNHH Kiểm toán Việt Đức,,Khác,0
VietDuong,Công ty TNHH Kiểm toán và Tư vấn Việt Dương,,Khác,0
VietHaAudit,Công ty TNHH Kiểm toán và Tư vấn Việt Hà,,Khác,0
VietHung,CTCP Việt Hưng,,OTC,0
VietinbankCapital,Công ty TNHH MTV Quản lý Quỹ Ngân hàng TMCP Công thương Việt Nam,,Khác,0
Vietland,Công ty TNHH Kiểm toán và Tư vấn Đất Việt,,Khác,0
VietLongAudit,Công ty TNHH Kiểm toán Việt Long,,Khác,0
Vietlott,Công ty TNHH MTV Xổ số điện toán Việt Nam,,Khác,0
VietMyAudit,Công ty TNHH Kiểm toán Việt Mỹ,,Khác,0
VietnamTiger,Quỹ Thành viên Con Hổ Việt Nam,,Khác,0
Vietnamtourism,CTCP Du lịch Việt Nam - Hà Nội,,OTC,0
VietNgaBank,Ngân hàng Liên doanh Việt - Nga,,Khác,0
VietNhat,Công ty TNHH Kiểm toán Việt Nhất,,Khác,0
VietNhatFPT,Quỹ Thành viên Việt Nhật FPT,,Khác,0
VietSangTao,CTCP Việt Sáng Tạo,,OTC,2253030
Viettel,Tập đoàn Công nghiệp - Viễn thông Quân đội (Viettel),,OTC,0
VietTinAudit,Công ty TNHH Kiểm toán Việt Tín,,Khác,0
VIETTRANS6,CTCP Vận tải Đa Phương Thức 6,,OTC,1340022
Vietvalue,Công ty TNHH Kiểm toán và Tư vấn Chuẩn Việt,,Khác,0
VietY,CTCP Gạch Graint Nam Định,,OTC,3400000
VIFON,CTCP Kỹ thuật Thực phẩm Việt Nam,,OTC,0
Vigatexco,CTCP Dệt may Thắng Lợi,,OTC,9500000
VIGECAM,Tổng Công ty Vật tư Nông nghiệp - CTCP,,Khác,22000000
Viger,CTCP Bia Rượu Viger,,OTC,1800000
ViglaceraPB,CTCP Bao bì và Má phanh Viglacera,,OTC,0
ViglaceraVanHai,CTCP Viglacera Vân Hải,,OTC,0
Viha,CTCP Viha Thống Nhất,,OTC,0
VIHAAC,Công ty TNHH Tư vấn và Kiểm toán VIHA,,Khác,0
Vikhaco,CTCP Thương mại và Đầu tư Việt Khánh,,OTC,0
VIKOR,CTCP Tôn Vikor,,OTC,0
VILACONA,CTCP Đầu tư Hợp tác Kinh tế Việt Lào,,OTC,2069000
Vimec,CTCP Thương mại Đầu tư VIMEC,,OTC,0
VimecMedical,CTCP Thiết bị Y tế VIMEC,,OTC,0
Vinabico,CTCP Bánh kẹo Vinabico,,OTC,0
Vinabomi,CTCP Bột mì Bình An,,OTC,0
VINACAFE,CTCP Vinacafe Miền Bắc,,OTC,0
VinaCapital,Tập đoàn VinaCapital,,Khác,0
VINACCO,Tổng Công ty Xây dựng Nông nghiệp và Phát triển Nông thôn - CT TNHH MTV,,Khác,0
VINACHEM,Tập đoàn Hóa chất Việt Nam,,Khác,0
Vinachimex,CTCP Vật tư và Xuất nhập khẩu Hóa chất,,OTC,0
VinacominLand,Công ty TNHH MTV Đầu tư Phát triển Nhà và Hạ Tầng - Vinacomin,,Khác,0
Vinaconex17,CTCP Xây dựng Số 17,,OTC,0
vinaconex91,CTCP Xây dựng Số 9.1,,OTC,0
VinaconexAlphanam,CTCP Đầu tư và Phát triển Hạ tầng Vinaconex - Alphanam,,OTC,0
VinaconexQT,CTCP Xây dựng và Xuất nhập khẩu Quyết Thắng,,OTC,0
VinaconexSG,CTCP Vinaconex Sài Gòn,,OTC,0
VinaFood1,Tổng Công ty Lương thực Miền Bắc,,OTC,0
VinafoodHD,CTCP Vinafood 1 Hải Dương,,OTC,0
Vinafor,CTCP Vinafor Đà Nẵng,,OTC,0
VINALINES,Công ty TNHH Sửa chữa Tàu biển Vinalines,,Khác,0
VinalinesNT,Công ty TNHH MTV Vinalines Nha Trang,,Khác,0
VINAMED,Tổng Công ty Thiết bị Y tế Việt Nam - Công ty TNHH MTV,,Khác,0
Vinamit,CTCP Vinamit,,OTC,0
VINAMOTOR,Tổng Công ty Công nghiệp Ô tô Việt Nam - CTCP,,OTC,0
Vinapaco,Tổng Công ty Giấy Việt Nam,,Khác,0
Vinaphone,Tổng Công ty Dịch vụ Viễn Thông,,Khác,0
VinaSaiGon,CTCP Sản xuất và Xuất nhập khẩu Lâm sản Sài Gòn,,OTC,0
VinashinNamThanh,CTCP Công nghiệp Thủy sản Vinashin Nam Thanh,,OTC,0
Vinasiam,Ngân hàng Liên doanh Việt Thái,,Khác,0
VINASINO,CTCP Thiết bị Điện Vinasinio,,OTC,0
VinasugarI,Tổng Công ty Mía đường I - CTCP,,OTC,0
VinasugarII,Tổng Công ty Mía đường II - CTCP,,OTC,0
Vinataba,Tổng Công ty Thuốc lá Việt Nam,,Khác,0
Vinatea,Tổng Công ty Chè Việt Nam - CTCP,,OTC,0
Vinatour,CTCP Du lịch và Thương mại Quốc tế Vinatour,,OTC,0
VINAWACO,Tổng Công ty Xây dựng Đường thủy,,Khác,0
VinaWealth,CTCP Quản lý Quỹ VinaCapital,,OTC,0
VinaWind,CTCP Điện cơ Thống Nhất,,OTC,0
Vineco5,CTCP Xây dựng Điện VNECO 5,,OTC,0
VinFast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,,Khác,0
VinhCuu,CTCP Vĩnh Cửu,,OTC,4000000
Vinhhao,CTCP Nước khoáng Vĩnh Hảo,,OTC,0
VinhHue,CTCP Giấy Vĩnh Huê,,OTC,0
VinhLoi,CTCP Xuất nhập khẩu Vĩnh Lợi,,OTC,0
VinhTuong,CTCP Công nghiệp Vĩnh Tường,,OTC,0
Vinphaco,CTCP Dược phẩm Vĩnh Phúc,,OTC,0
Vipaco,CTCP VIPACO,,OTC,3000000
Viptour,CTCP Du lịch và Xúc tiến Đầu tư,,OTC,0
VIRASIMEX,CTCP Xuất nhập khẩu Vật tư Thiết bị Đường sắt,,OTC,0
VIRESCO,CTCP Địa ốc Vĩnh Long,,OTC,0
VIS,CTCP Thép Việt Ý,Nguyên vật liệu,OTC,73830393
VISE,CTCP Chứng khoán Quốc tế Việt Nam,,OTC,0
VISECO,CTCP Chứng khoán Việt,,OTC,0
Vitranimex,CTCP Vận tải và Thương mại,,OTC,0
VITS,CTCP Chứng khoán VIT,,OTC,1600000
VIVASO,Tổng Công ty Vận tải thủy - CTCP,,OTC,0
Viwaseen1,CTCP Xây dựng Cấp thoát nước Số 1,,OTC,0
Viwaseen2,CTCP Cơ khí Xây dựng Cấp thoát nước Viwaseen.2,,OTC,100000
VKD,CTCP Nước khoáng Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",OTC,12499988
VLD,CTCP Bất động sản Viettronics,,OTC,0
VLFM,CTCP Quản lý quỹ Rồng Việt,,OTC,0
VLIF,Quỹ đầu tư Tăng trưởng Việt Long,,Khác,0
VLPort,CTCP Cảng Vĩnh Long,,OTC,0
VMCCo,CTCP Vật tư Tổng Hợp Vĩnh Phú,,OTC,1469900
VMI,CTCP Khoáng sản và Đầu tư Visaco,Tư liệu sản xuất,OTC,10949999
VNAA,Công ty TNHH Kế toán và Kiểm toán Việt Nam VNAA,,Khác,0
VNAAFC,Công ty TNHH Tài chính Kế toán và Kiểm toán Việt Nam,,Khác,0
VNAAudit,Công ty TNHH Kiểm toán và Dịch vụ có đảm bảo VNA,,Khác,0
VNAC,CTCP Quản lý Quỹ HD,,OTC,0
VNAFC,Công ty TNHH Kiểm toán Kế toán và Tư vấn Tài chính Việt Nam,,Khác,0
VNASC,Công ty TNHH Tư vấn và Kiểm toán VNASC,,Khác,0
VNAudit,Công ty TNHH Kiểm toán và Tư vấn Việt Nam,,Khác,0
VNCafe,Tổng công ty Cà phê Việt Nam,,OTC,0
VNCAudit,Công ty TNHH Kiểm toán VNC,,Khác,0
VNCB,Ngân hàng Thương mại TNHH MTV Xây dựng Việt Nam,,Khác,750000000
VNECO,CTCP Du Lịch Xanh Nghệ An,,OTC,0
Vneco6,CTCP Xây dựng Điện VNECO 6,,OTC,0
Vneco7,CTCP Xây dựng Điện VNECO 7,,OTC,0
VNN,CTCP Đầu tư Thương mại VNN,Phân phối và bán lẻ hàng lâu bền,OTC,5726698
VNPT,Tập đoàn Bưu chính Viễn thông Việt Nam,,Khác,0
VNPTLAND,CTCP Bất động sản Bưu chính Viễn thông Việt Nam,,OTC,0
VNSC,CTCP Chứng khoán Vina,,OTC,4500000
VPAudit,Công ty TNHH Kiểm toán Nhân Tâm Việt,,Khác,0
VPBankS,CTCP Chứng khoán VPBank,,OTC,5600000
VPF1,Quỹ đầu tư Chứng khoán Vietcombank 1,,Khác,0
VPF2,Quỹ đầu tư Chứng khoán Vietcombank 2,,Khác,0
VPF3,Quỹ đầu tư Chứng khoán Vietcombank 3,,Khác,0
VPIG,CTCP Tập đoàn Đầu tư Việt Phương,,OTC,0
VPJSC,CTCP Đầu tư Xây dựng Bưu chính Viễn thông Vũng Tàu,,OTC,0
VPK,CTCP Bao bì Dầu Thực Vật,Nguyên vật liệu,Khác,14998817
VPL,CTCP Vinpearl,Dịch vụ tiêu dùng,OTC,205498489
VPSS,CTCP Chứng khoán VPS,,OTC,80000000
VQSC,CTCP Chứng khoán Việt Quốc,,OTC,0
VRTS,CTCP Dịch vụ Vận tải Đường sắt,,OTC,0
VSEC,Công ty Chứng khoán Ngân hàng Public Việt Nam,,OTC,13500000
VSETGROUP,CTCP Tập đoàn VSETGROUP,,OTC,0
VSFC,Công ty Tài chính TNHH MTV Công nghiệp Tàu thuỷ,,Khác,0
VSIndustry,CTCP VS Industry Vietnam,,OTC,0
VSMS,CTCP Chứng khoán VSM,,OTC,20000000
VSP,CTCP Vận tải biển và Bất động sản Việt Hải,Vận tải,OTC,38084489
VT1,CTCP Vật tư Bến Thành,Phân phối và bán lẻ hàng lâu bền,OTC,2000000
VT8,CTCP Dịch vụ Vận tải Ô Tô Số 8,Vận tải,OTC,7549491
VTCC,CTCP Quản lý Quỹ Việt Tín,,OTC,0
VTCOnline,CTCP VTC Truyền thông Trực tuyến,,OTC,0
VTF,CTCP Thức ăn Chăn nuôi Việt Thắng,"Thực phẩm, đồ uống và thuốc lá",OTC,41812781
VTPGroup,CTCP Tập đoàn Vạn Thịnh Phát,,OTC,0
VTSC,CTCP Chứng khoán Việt Thành,,OTC,3500000
VTSS,CTCP Chứng khoán Việt Tín,,OTC,13800000
VTT,CTCP Công nghệ Việt Thành,,OTC,0
