ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
AIC,2021,3,1.3130860478,1375900000000.0,100000000.0,69.4877918577,0.9993648158,36.4829585836,96.87853275,10478.36889481,-4.0963296015,0.03540485338853593,0.0184884822,-0.2822695788,0.0063480918,-0.2181046356481878,-294046321426.0,-59680114632,1.0087258416,0.3760969065,1.0087258416,2.950254871053626,0.4547861777,0.0,113.63429194736973,0.0,113.63429194736973,0.0,1.9502548711,0.006043252760586095,1.047836889481
AIC,2021,2,1.341425895,1392600000000.0,100000000.0,123.5950407334,1.0322993682,-24.0934401965,14.73745546,10381.49036206,-4.8207165085,0.004485957936298677,0.0105213781,-0.2530024462,0.0035929819,-0.16104853251514575,-261043838624.0,-52908333260,1.0005269075,0.3558889611,1.0005269075,3.001419302323282,0.4678696985,0.0,112.49382629566459,0.0,112.49382629566459,0.0,2.0014193023,0.006665312834357769,1.038149036206
AIC,2021,1,1.1909473778,1234700000000.0,100000000.0,22.6758798412,0.9665771189,7.229731073,16.46743621,10367.37661966,-4.3626699338,0.0059454688870514485,0.05076013505458832,-0.24245940148830414,0.01752774976193905,-0.19534283725676982,-250931740672.0,-54104996136,0.9939544200897217,0.3665444850921631,0.9939544200897217,2.875507095984873,0.47324883937835693,0.0,114.23416736042695,0.0,114.23416736042695,0.0,1.875507116317749,0.006868640733564412,1.036737661966
AIC,2020,4,1.269260484,1313800000000.0,100000000.0,125.2824213766,1.0943880344,-22.4748503132,64.0924029,10350.90918346,-4.3728226327,0.018501391129738764,0.0112774705,-0.2250697838,0.0041968533,-0.3726091666250325,-232610815123.0,-129079033377,1.339724104,0.4727057327,1.339724104,2.8219314622900797,0.4804438008,0.0,177.48991913958807,0.0,177.48991913958807,0.0,1.8222153978,0.007110245500860008,1.035017970492
AIC,2020,3,1.7098647779,1416900000000.0,100000000.0,117.5563480534,1.2829236883,8.9621456298,8.30057843,8286.62019567,-7.6840298492,0.003129474547482195,0.0122923537,-0.1767889905,0.0044028038,-0.10014330584499674,-145791447844.0,-26561882891,1.1144601271,0.444459113,1.1144601271,3.0356669737891977,0.4838006,0.0,110.57332383891439,0.0,110.57332383891439,0.0,2.0356669738,0.008768861874225776,0.828662019567
AIC,2020,2,0.0,0.0,50000000.0,0.0,0.0,0.0,768.4978948,16555.57344718,0.0,0.1372554634083457,0.0103362991,-0.1899308938,0.0039012195,-0.14867166429849032,-157220743144.0,-41620879123,1.1109395977,0.4277863413,1.1109395977,2.8744029853490707,0.4717661463,0.0,119.6217485378858,0.0,119.6217485378858,0.0,1.8744029853,0.008758219793630777,0.827778672359
AIC,2020,1,0.0,0.0,50000000.0,0.0,0.0,0.0,-705.00868174,0.0,0.0,-0.15904660117595765,-0.0333659441,-0.1991852061,-0.0131475741,-0.14269896422436834,-157240952317.0,-31627211116,1.2488028458,0.460903547,1.2488028458,2.735539798324678,0.4560503552,0.0,120.93459959737642,0.0,120.93459959737642,0.0,1.7355397983,0.008876736026670221,0.789420837901
AIC,2019,4,0.0,0.0,50000000.0,0.0,0.0,0.0,120.92594034,0.0,0.0,0.024031183331335502,0.0102452758,-0.1913810762,0.0041858071,-0.18556420014696834,-157826475571.0,-46688348815,1.2961308755,0.5254460944,1.2961308755,2.518259358852816,0.4435052344,0.0,119.46085539300022,0.0,119.46085539300022,0.0,1.5175660587,0.009069713671529407,0.824729536885
AIC,2019,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041471018313268,0.0,0.0,0.0,-0.1944703972767544,0.0,-37284304090,0.0,0.0,0.0,2.4713622123572723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065670649772515835,0.818683239868
AIC,2019,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01356168924251974,0.0,0.0,0.0,-0.19675994062682167,0.0,-41641088296,0.0,0.0,0.0,2.4333614818538134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006925500122610317,0.819478331604
AIC,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019270355972986215,0.0,0.0,0.0,-0.17328010302259686,0.0,-30966596085,0.0,0.0,0.0,2.428702611535058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006764509469268914,0.816904050043
AIC,2018,4,0.0,0.0,50000000.0,0.0,0.0,0.0,558.7383338,0.0,0.0,0.16392656751511547,0.0067867505,-0.1457705813,0.003077413,-0.30308060707052575,-117799819234.0,-51652015890,1.4004111969,0.4927431216,1.4004111969,2.362874739904283,0.3525753117,0.0,100.7339681589405,0.0,100.7339681589405,0.0,1.3769842149,0.0068230480218809866,0.815159302582
AIC,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07357222224712534,0.0,0.0,0.0,-0.18045259984925982,0.0,-24127980404,0.0,0.0,0.0,2.3293515284009847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076480250497170015,0.787222385892
AIC,2018,2,0.0,0.0,50000000.0,0.0,0.0,0.0,-552.99429074,0.0,0.0,-0.1961205966217128,-0.0123702272,-0.1207570201,-0.0060442938,-0.16141173219848587,-92590364152.0,-22756346835,1.1686457845,0.408108768,1.1686457845,2.291465751806669,0.3364414193,0.0,100.45232087162374,0.0,100.45232087162374,0.0,1.2877176504,0.008304396713124496,0.777556003291
AIC,2018,1,0.0,0.0,50000000.0,0.0,0.0,0.0,-115.58788502,0.0,0.0,-0.04906338606015815,0.0156343137,-0.1042185285,0.0080572255,-0.16827456400524185,-84654340803.0,-19821808601,1.2754474288,0.6183000486,1.2754474288,2.0279822532507685,0.0,0.0,0.0,0.0,0.0,0.0,1.0279664203,0.00844657874486383,0.820438483358
AIC,2017,4,0.0,0.0,50000000.0,0.0,0.0,0.0,455.55965196,0.0,0.0,0.17371370759819865,0.023897712,-0.0858307665,0.011631429,-0.28459375173654233,-76883675897.0,-37316983295,1.3628129868,0.9020816367,1.3628129868,2.0292516576130897,0.0,0.0,0.0,0.0,0.0,0.0962780042,1.0357077139,0.008965290319162227,0.825763761066
AIC,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052379381386019825,0.0,0.0,0.0,-0.1319558164950871,0.0,-13928413132,0.0,0.0,0.0,1.8499291838606302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009205245390649926,0.802985778468
AIC,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05014640511189324,0.0,0.0,0.0,-0.1486843898578624,0.0,-14437686466,0.0,0.0,0.0,1.8491992719470438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008849503588604712,0.795498040937
AIC,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1259408075380202,0.0,0.0,0.0,-0.15196172429400392,0.0,-11844087911,0.0,0.0,0.0,2.192229055645239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014743496616464763,0.505892933951
AIC,2016,4,0.0,0.0,50000000.0,0.0,0.0,0.0,81.060366,10314.17837768,0.0,0.04805692337318085,0.0112768739,-0.0831417105,0.0056553222,-0.28949391595286417,-41049492175.0,-24415298707,1.5489128281,1.0595412031,1.5489128281,2.084817690587273,0.0,0.0,0.0,0.0,0.0,0.0,1.0848176906,0.01250109657004037,0.515708918884
AIC,2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008261249739800065,0.0,0.0,0.0,-0.13278498705285785,0.0,-9553616221,0.0,0.0,0.0,2.1584266107309205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013503514713919937,0.511655900584
AIC,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030875620879331146,0.0,0.0,0.0,-0.15929131978735103,0.0,-10267647950,0.0,0.0,0.0,2.1568373666509175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013541368650020588,0.512479440916
AIC,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007736188854897926,0.0,0.0,0.0,-0.14960804967184582,0.0,-7107386163,0.0,0.0,0.0,1.89282686777312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011121330721654067,0.516211987188
AIC,2015,4,0.0,0.0,50000000.0,0.0,0.0,0.0,-72.53041714,10316.88932622,0.0,-0.07813326007076453,0.0,0.0,0.0,-0.13140542729220145,0.0,-6099125038,0.0,0.0,0.0,1.9028435636590513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00987215125836686,0.51548312215
AIC,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04022690106513049,0.0,0.0,0.0,-0.16688196215221393,0.0,-7071593407,0.0,0.0,0.0,1.8537294724612572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010272495379641488,0.5462311515
AIC,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12617126413665228,0.0,0.0,0.0,-0.20044342023027795,0.0,-9346144211,0.0,0.0,0.0,1.8858404952717338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008295772857999373,0.548265872132
AIC,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1529368841492189,0.0,0.0,0.0,-0.1929756043880677,0.0,-7169567439,0.0,0.0,0.0,1.8903202769576328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00958524513229686,0.542382841257
AIC,2014,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10620.20578928,-5.2861794721,0.14911607985403205,0.0466289322,0.0,0.025826252,-0.31029839538859283,34493324390.0,-11799909459,4.2542284077,2.9797829921,4.2542284077,2.0069059838882017,0.1799093676,24.3222435637,772.1799328585275,886.6960915504,1658.8760244089276,0.0,0.7760358352,0.01171308652593126,0.526616737727
