ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VNB,2020,1,1.464529299,1256056760000.0,67894960.0,26.5951222779,32.8893254857,-50.3490071994,142.1048839413117,12632.0449941056,-93.8775027322,0.386269734077634,1.4023498639161296,0.0559892955,-0.0182105883,0.0548352613,-0.47156726889433603,-13329680669.0,-3244395705,49.7178774941,0.2755307488,49.1838647177,1.0206821974936222,0.0443398863,5.2823511185,33.959599543871505,140.4272984269,117.7288087019,292.1157066726715,2.5992097269,0.0206821975,0.008017328896767643,1.2629254819072195
VNB,2019,4,1.1209020921,950529440000.0,67894960.0,10.6055130468,24.4589729526,-36.3780694984,126.76712473208615,12489.9401101643,-74.0748014889,0.18223692218922924,0.7834441924041419,0.1116104292,-0.0177977303,0.1091745,-0.5249628282495482,-12800843988.0,-5767195373,45.3742760193,0.1128571761,44.8851592987,1.0222099569486902,0.047328064,5.1091639039,43.877319627162386,131.6060560934,122.065337377,297.5487130975624,2.7734286007,0.0222099569,0.008405144460347564,1.2487181323358165
VNB,2019,3,1.1647495361,977687424000.0,67894960.0,10.8140300704,24.9513359576,-34.1410324218,151.16973373281317,12363.1729854322,-88.4236611964,0.30666080132045176,0.8631833433190739,0.1113974031,-0.015875964,0.1088434638,-0.22510627740045208,-11030734852.0,-2676621362,48.4378860583,0.1350326297,47.9049029772,1.0209863949312923,0.0471705295,5.0833219496,49.46735355322014,138.8412057451,116.2121221498,304.5206814481202,2.6289025512,0.0209863949,0.008736221098983313,1.2360442199038255
VNB,2019,2,1.4656953227,1215319784000.0,67894960.0,13.7652990854,31.8365306051,-41.9500033992,275.5943445728519,12212.6336372243,-108.6032164992,0.3780959422194978,2.218578210540716,0.1118953685,-0.0162543901,0.1092736845,-0.4659880249527232,-11166159901.0,-3930138460,50.1797807622,0.1619095178,49.45983301,1.0202901214966686,0.0472462661,4.796019313,54.953873612290664,140.2303718896,119.3882958654,314.5725413672907,2.6028598162,0.0202901215,0.009144515497316971,1.220993610206809
VNB,2019,1,1.174493024,962603555920.0,67898960.0,12.5246955681,25.6415595414,-34.272524155,766.7834154602663,12070.7400639421,-83.5864236448,0.3995707809081791,6.894207977568397,0.1002102377,-0.0167091153,0.0979229149,-0.35999164291180935,-11365819729.0,-2718590980,33.7138654798,0.519766565,33.3263247865,1.0301609746808493,0.0478278962,4.5709310088,55.58418018075891,128.3870283284,113.476178971,297.4473874801589,2.8429663398,0.0301609747,0.009556574055621447,1.2068784855299577
VNB,2018,4,1.5040888853,1140702528000.0,67898960.0,34.8339482285,30.9538348497,-45.5350597736,138.08046674058042,11169.5526535016,-94.9250253813,0.2983175547948637,0.8291428373875988,0.0441354052,-0.0188760068,0.04298444,-0.35382651246950786,-11973767540.0,-4000887936,44.8107242668,0.0699475214,44.2494154926,1.0224403875038814,0.0483647739,4.3042442321,67.43083517088046,121.954917606,131.4713613972,320.8571141740805,2.9929092419,0.0224266368,0.01066092373392973,1.1167593224366499
VNB,2018,3,1.6045221099,1201811592000.0,67898960.0,41.0328270576,33.5265056722,-63.0725247277,119.87670487147373,11031.3219683335,-102.8257675458,0.3055768075164848,0.74808459902186,0.0396696171,-0.0186950039,0.0387693744,-0.25992812528946996,-11648045818.0,-2828137234,44.4431025232,0.249024813,43.9287417579,1.0229104592073042,0.0474428291,4.1168826101,58.075404315551495,106.3509131008,104.3295646614,268.7558820777515,3.432034473,0.0229104592,0.011131710515945319,1.102953512378744
VNB,2018,2,1.4661172889,1086383360000.0,67898960.0,38.2112937059,32.599434047,-53.6505703141,107.25037150789939,10913.1787215298,-93.7113878735,0.3596394947084675,0.9334946732081648,0.0,0.0,0.0,-0.5316012264944345,0.0,-4147019311,0.0,0.0,0.0,1.0172266379705455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01160103435911032,1.0911411013730534
VNB,2018,1,1.6922157313,1241597798680.0,67909960.0,44.2763243504,38.1618988185,-61.3021520777,116.98955593553582,10804.1780145504,-101.9286289692,0.3648456517456061,1.1576560028149137,0.0386179401,-0.0186771216,0.0377287453,-0.48851508858168163,-11338411145.0,-3352579007,36.9819108934,4.4312142441,36.570586417,1.0273530817141598,0.0437737696,3.5580592028,66.00477620437823,98.8672565304,102.4894860421,267.36151877687826,3.6918188368,0.0273530817,0.012070798765964877,1.0804178014550443
VNB,2017,4,1.7497586079,1269916252000.0,67909960.0,46.5094269623,40.7140559742,-21.4159811692,87.27317234467522,10687.1884586149,-88.9217664439,-0.012051601418032899,0.5752776612264368,0.0381960385,-0.0215199233,0.0361246441,-0.35672488227928995,-13246790758.0,-3675108206,32.085503514,3.9813042992,31.7545921941,1.025469002136247,0.0412667433,3.302111413,72.67802715031436,84.9689318677,116.5311801022,274.1781391202143,4.2956877529,0.0313215917,0.01238134452655735,1.074942375174422
VNB,2017,3,1.7229169541,1247505965200.0,67909960.0,49.6928338147,44.2663690868,-21.9287353053,107.16082094585242,10662.1505793995,-81.8256664445,0.24710606637064478,0.8705857678903418,0.0351732028,-0.0219649841,0.0339311953,-0.32957742807024487,-14121702851.0,-2754960674,45.8250485538,6.0040190128,45.360089153,1.0223605872323231,0.038090706,2.9075823978,70.97632903189967,85.6801957968,98.406026237,255.06255106569967,4.2600276132,0.0223605872,0.012759925233293707,1.0662150579399545
VNB,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28537037720161684,0.9832370131804454,0.0,0.0,0.0,-0.5592764039680669,0.0,-3920967206,0.0,0.0,0.0,1.0189776054568929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013173091223299738,1.0554989758453694
VNB,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30469679979543945,1.0040999118917606,0.0,0.0,0.0,-0.9544325672063981,0.0,-5267404221,0.0,0.0,0.0,1.0214789460386922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013582637566858256,1.0459332661541842
VNB,2016,4,1.4715800283,1035898529840.0,67909960.0,108.6839667678,39.8372735309,-117.2982894914,79.40336591274682,10365.7291528076,-111.5179529455,-0.2114165042706876,0.7393714469641268,0.0246936404,-0.0143187781,0.0218463324,-0.5430877494810715,-8335133432.0,-3960770865,12.3869723304,1.7017441615,12.3088569155,1.0844732145860834,0.0596011185,1.4724790849,97.03563046952596,152.0882185363,249.9250121974,499.04886120322595,2.39992291,0.0841656969,0.014835457749803552,1.0363600606273367
